RENDICION DE BSP																								
JAZZ																								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
COMPAÑIA	AA																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65797     USD	1403-428669-6	7/1/2025	        880.00		       1179.58		      299.58				       1179.58				       1179.58									
65797     USD	1403-428670-0	7/1/2025	         88.00		        104.20		       16.20				        104.20				        104.20									
65803     USD	1403-428671-1	7/1/2025	       1210.00		       1528.97		      318.97				       1528.97				       1528.97									
65803     USD	1403-428672-2	7/1/2025	       1210.00		       1528.97		      318.97				       1528.97				       1528.97									
65883     USD	1403-428693-2	9/1/2025	        739.00		       1028.78		      289.78				       1028.78				       1028.78									
65883     USD	1403-428694-3	9/1/2025	        739.00		       1028.78		      289.78				       1028.78				       1028.78									
65879     PES	1403-428699-1	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428700-2	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428701-3	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428702-4	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428703-5	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428704-6	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428705-0	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428706-1	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428707-2	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428708-3	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428709-4	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428710-5	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428711-6	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428712-0	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428713-1	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428714-2	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
65879     PES	1403-428715-3	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428716-4	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428717-5	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428718-6	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428719-0	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428720-1	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428721-2	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428722-3	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428723-4	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428724-5	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428725-6	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428726-0	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428727-1	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428728-2	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428729-3	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428730-4	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428731-5	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428732-6	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428733-0	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428734-1	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428735-2	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428736-3	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428737-4	9/1/2025	     567072.00		     687445.44		   120373.44				     687445.44				     687445.44									
65879     PES	1403-428739-6	9/1/2025			      80678.40		    80678.40				      80678.40				      80678.40									
65879     PES	1403-428740-0	9/1/2025			      80678.40		    80678.40				      80678.40				      80678.40									
65879     PES	1403-428741-1	9/1/2025	     413952.00		     538296.00		   124344.00				     538296.00				     538296.00									
65879     PES	1403-428742-2	9/1/2025	     232320.00		     343949.80		   111629.80				     343949.80				     343949.80									
65879     PES	1403-428743-3	9/1/2025	     555456.00		     689705.30		   134249.30				     689705.30				     689705.30									
65895     PES	1403-428747-0	9/1/2025	    1065504.00		    1742452.80		   336705.60	   340243.20			    1742452.80				    1742452.80									
65895     PES	1403-428749-2	9/1/2025	    1013760.00		    1671563.50		   333083.50	   324720.00			    1671563.50				    1671563.50									
65895     PES	1403-428751-4	9/1/2025	    1013760.00		    1671563.50		   333083.50	   324720.00			    1671563.50				    1671563.50									
65895     PES	1403-428753-6	9/1/2025	    1205952.00		    1934866.50		   346536.90	   382377.60			    1934866.50				    1934866.50									
66013     PES	1403-489988-5	11/1/2025	    1506957.00		    2037706.70		    70402.40	   460347.30			    2037706.70				    2037706.70									
66013     PES	1403-489988-5	11/1/2025	   -1506957.00		   -2037706.70		   -70402.40	  -460347.30			   -2037706.70				   -2037706.70									
66048     USD	1403-490005-1	14/1/2025	        217.00		        235.70		       18.70				        235.70				        235.70									
66048     USD	1403-490006-2	14/1/2025	        217.00		        235.70		       18.70				        235.70				        235.70									
66097     USD	1403-490016-5	14/1/2025	        441.00		        645.10		      204.10				        645.10				        645.10									
66097     USD	1403-490017-6	14/1/2025	        441.00		        645.10		      204.10				        645.10				        645.10									
66097     USD	1403-490023-5	14/1/2025	        414.00		        591.20		      177.20				        591.20				        591.20									
66097     USD	1403-490024-6	14/1/2025	        414.00		        591.20		      177.20				        591.20				        591.20									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66109     USD	1403-490032-0	15/1/2025	        696.00		        899.30		      203.30				        899.30				        899.30									
66109     USD	1403-490033-1	15/1/2025	        696.00		        899.30		      203.30				        899.30				        899.30									
66141     USD	1403-490036-4	15/1/2025	        637.00		        919.58		      282.58				        919.58				        919.58									
66141     USD	1403-490037-5	15/1/2025	        637.00		        919.58		      282.58				        919.58				        919.58									
66141     USD	1403-490038-6	15/1/2025	        637.00		        919.58		      282.58				        919.58				        919.58									
66141     USD	1403-490039-0	15/1/2025	        637.00		        919.58		      282.58				        919.58				        919.58									
66141     USD	1403-490040-1	15/1/2025	        637.00		        919.58		      282.58				        919.58				        919.58									
66172     USD	1403-490053-0	16/1/2025	        205.00		        291.09		       86.09				        291.09				        291.09									
66172     USD	1403-490054-1	16/1/2025	        205.00		        291.09		       86.09				        291.09				        291.09									
66224     USD	1403-490073-6	16/1/2025	        724.00		        962.70		      238.70				        962.70				        962.70									
66224     USD	1403-490074-0	16/1/2025	        724.00		        962.70		      238.70				        962.70				        962.70									
66234     USD	1403-490107-5	17/1/2025	        530.00		        724.91		      194.91				        724.91				        724.91									
66234     USD	1403-490108-6	17/1/2025	        530.00		        724.91		      194.91				        724.91				        724.91									
66234     USD	1403-490109-0	17/1/2025	        530.00		        724.91		      194.91				        724.91				        724.91									
66234     USD	1403-490112-3	17/1/2025	        982.00		       1200.86		      218.86				       1200.86				       1200.86									
66251     PES	1403-490118-2	17/1/2025	     184788.00		     284722.20		    40356.00	    59578.20			     284722.20				     284722.20									
66251     PES	1403-490119-3	17/1/2025	     184788.00		     284722.20		    40356.00	    59578.20			     284722.20				     284722.20									
66294     USD	1403-490156-5	18/1/2025	        840.00		       1081.20		      241.20				       1081.20				       1081.20									
66294     USD	1403-490158-0	18/1/2025	        840.00		       1081.20		      241.20				       1081.20				       1081.20									
66303     USD	1403-490162-	18/1/2025			        302.87		      302.87				        302.87	        781.00		     -781.00	       1083.87									
66303     USD	1403-490164-	18/1/2025			        302.87		      302.87				        302.87	        781.00		     -781.00	       1083.87									
66321     USD	1403-490174-2	20/1/2025	        560.00		        755.30		      195.30				        755.30				        755.30									
66321     USD	1403-490175-3	20/1/2025	        560.00		        755.30		      195.30				        755.30				        755.30									
66490     USD	1403-576863-3	23/1/2025	        336.00		        402.70		       66.70				        402.70				        402.70									
66490     USD	1403-576864-4	23/1/2025	        336.00		        402.70		       66.70				        402.70				        402.70									
66517     USD	1403-576881-0	24/1/2025	         74.00		         92.80		       18.80				         92.80				         92.80									
66517     USD	1403-576882-1	24/1/2025	         74.00		         92.80		       18.80				         92.80				         92.80									
66517     USD	1403-576883-2	24/1/2025	         74.00		         92.80		       18.80				         92.80				         92.80									
66517     USD	1403-576884-3	24/1/2025	         74.00		         92.80		       18.80				         92.80				         92.80									
66522     USD	1403-576900-5	24/1/2025	        164.00		        182.40		       18.40				        182.40				        182.40									
66522     USD	1403-576901-6	24/1/2025	        164.00		        182.40		       18.40				        182.40				        182.40									
66527     USD	1403-576904-	24/1/2025	        550.00		        826.48		      276.48				        826.48				        826.48									
66551     USD	1403-576910-1	24/1/2025	        550.00		        826.48		      276.48				        826.48				        826.48									
66551     USD	1403-576911-2	24/1/2025	        550.00		        826.48		      276.48				        826.48				        826.48									
66551     USD	1403-576912-3	24/1/2025	        550.00		        826.48		      276.48				        826.48				        826.48									
66551     USD	1403-576913-4	24/1/2025	        550.00		        826.48		      276.48				        826.48				        826.48									
66551     USD	1403-576914-5	24/1/2025	        550.00		        826.48		      276.48				        826.48				        826.48									
66551     USD	1403-576915-6	24/1/2025	        550.00		        826.48		      276.48				        826.48				        826.48									
66551     USD	1403-576916-0	24/1/2025	        598.00		        877.88		      279.88				        877.88				        877.88									
66551     USD	1403-576917-1	24/1/2025	        598.00		        877.88		      279.88				        877.88				        877.88									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66551     USD	1403-576918-2	24/1/2025	        598.00		        877.88		      279.88				        877.88				        877.88									
66551     USD	1403-576919-3	24/1/2025	        634.00		        916.38		      282.38				        916.38				        916.38									
66551     USD	1403-576920-4	24/1/2025	        634.00		        916.38		      282.38				        916.38				        916.38									
66736     PES	1403-577005-5	29/1/2025	     786450.00		     959211.40		   172761.40				     959211.40				     959211.40									
66767     USD	1403-649268-0	30/1/2025	       1335.00		       1638.30		      303.30				       1638.30				       1638.30									
66835     USD	1403-649296-0	31/1/2025	        177.00		        195.30		       18.30				        195.30				        195.30									
66874     USD	1403-649304-1	1/2/2025	        668.00		        819.00		      151.00				        819.00				        819.00									
66865     USD	1403-649307-4	1/2/2025	         40.00		         45.90		        5.90				         45.90				         45.90									
66995     USD	1403-649354-2	5/2/2025	        424.00		        608.30		      184.30				        608.30				        608.30									
67001     USD	1403-649362-3	6/2/2025	        238.00		        300.10		       62.10				        300.10				        300.10									
67001     USD	1403-649364-5	6/2/2025	        238.00		        300.10		       62.10				        300.10				        300.10									
67043     USD	1403-649386-6	6/2/2025	        588.00		        786.40		      198.40				        786.40				        786.40									
67043     USD	1403-649387-0	6/2/2025	        588.00		        786.40		      198.40				        786.40				        786.40									
65879     PES	1849-993588-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993590-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993591-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993592-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993593-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993594-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993595-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993596-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993597-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993598-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993599-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993600-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993601-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993602-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993603-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993604-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993605-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993606-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993607-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993608-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993609-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993610-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993611-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993612-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993613-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993614-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993615-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
65879     PES	1849-993616-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993617-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993618-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993619-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993620-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993621-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993622-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993623-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993624-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993625-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993626-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993627-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65879     PES	1849-993628-	10/1/2025	      63420.00		      82446.00		    19026.00				      82446.00				      82446.00									
65736     USD	2213-970538-	6/1/2025			        235.47		      235.47				        235.47	        768.00		     -768.00	       1003.47									
65736     USD	2213-970539-	6/1/2025			        235.47		      235.47				        235.47	        768.00		     -768.00	       1003.47									
65741     USD	2213-987093-	6/1/2025			        204.01		      204.01				        204.01	        725.00		     -725.00	        929.01									
65740     USD	2213-988647-	6/1/2025			        171.70		      171.70				        171.70	        919.00		     -919.00	       1090.70									
65740     USD	2213-988648-	6/1/2025			        171.70		      171.70				        171.70	        919.00		     -919.00	       1090.70									
65799     USD	2214-369006-	7/1/2025			        187.66		      187.66				        187.66	        892.00		     -892.00	       1079.66									
65799     USD	2214-369007-	7/1/2025			        187.66		      187.66				        187.66	        892.00		     -892.00	       1079.66									
65798     USD	2214-437823-	7/1/2025			        221.28		      221.28				        221.28	        598.00		     -598.00	        819.28									
65798     USD	2214-437824-	7/1/2025			        221.28		      221.28				        221.28	        598.00		     -598.00	        819.28									
65833     USD	2214-553352-	8/1/2025			        236.67		      236.67				        236.67	        786.00		     -786.00	       1022.67									
65833     USD	2214-553353-	8/1/2025			        236.67		      236.67				        236.67	        786.00		     -786.00	       1022.67									
65833     USD	2214-553354-	8/1/2025			        236.67		      236.67				        236.67	        786.00		     -786.00	       1022.67									
65833     USD	2214-553355-	8/1/2025			        236.67		      236.67				        236.67	        786.00		     -786.00	       1022.67									
65833     USD	2214-553356-	8/1/2025			        236.67		      236.67				        236.67	        786.00		     -786.00	       1022.67									
65833     USD	2214-553357-	8/1/2025			        236.67		      236.67				        236.67	        786.00		     -786.00	       1022.67									
65834     USD	2214-582219-	8/1/2025			        219.01		      219.01				        219.01	        940.00		     -940.00	       1159.01									
65886     USD	2214-698306-	9/1/2025			        223.88		      223.88				        223.88	        636.00		     -636.00	        859.88									
65886     USD	2214-698307-	9/1/2025			        223.88		      223.88				        223.88	        636.00		     -636.00	        859.88									
65886     USD	2214-698308-	9/1/2025			        223.88		      223.88				        223.88	        636.00		     -636.00	        859.88									
66058     USD	2215-395987-	14/1/2025			        177.80		      177.80				        177.80	       1046.00		    -1046.00	       1223.80									
66058     USD	2215-395988-	14/1/2025			        177.80		      177.80				        177.80	       1046.00		    -1046.00	       1223.80									
66058     USD	2215-395989-	14/1/2025			        177.80		      177.80				        177.80	       1046.00		    -1046.00	       1223.80									
66055     USD	2215-396670-	14/1/2025			        177.80		      177.80				        177.80	       1046.00		    -1046.00	       1223.80									
66055     USD	2215-396671-	14/1/2025			        177.80		      177.80				        177.80	       1046.00		    -1046.00	       1223.80									
66055     USD	2215-396672-	14/1/2025			        177.80		      177.80				        177.80	       1046.00		    -1046.00	       1223.80									
66057     USD	2215-398010-	14/1/2025			        172.50		      172.50				        172.50	        970.00		     -970.00	       1142.50									
66057     USD	2215-398011-	14/1/2025			        172.50		      172.50				        172.50	        970.00		     -970.00	       1142.50									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66057     USD	2215-398012-	14/1/2025			        172.50		      172.50				        172.50	        970.00		     -970.00	       1142.50									
66147     USD	2215-633079-	14/1/2025			        211.01		      211.01				        211.01	        825.00		     -825.00	       1036.01									
66147     USD	2215-633081-	14/1/2025			        211.01		      211.01				        211.01	        825.00		     -825.00	       1036.01									
66147     USD	2215-633083-	14/1/2025			        211.01		      211.01				        211.01	        825.00		     -825.00	       1036.01									
66147     USD	2215-633085-	14/1/2025			        211.01		      211.01				        211.01	        825.00		     -825.00	       1036.01									
66257     USD	2215-996283-8	17/1/2025	        439.00		        538.50		       99.50				        538.50				        538.50									
66442     USD	2216-639278-	22/1/2025			        209.01		      209.01				        209.01	        797.00		     -797.00	       1006.01									
66442     USD	2216-639279-	22/1/2025			        209.01		      209.01				        209.01	        797.00		     -797.00	       1006.01									
66478     USD	2216-789590-	23/1/2025			        170.12		      170.12				        170.12	        497.00		     -497.00	        667.12									
66538     USD	2216-932857-	24/1/2025			        172.10		      172.10				        172.10	        496.00		     -496.00	        668.10									
66538     USD	2216-932858-	24/1/2025			        172.10		      172.10				        172.10	        496.00		     -496.00	        668.10									
66538     USD	2216-932859-	24/1/2025			        172.10		      172.10				        172.10	        496.00		     -496.00	        668.10									
66538     USD	2216-932860-	24/1/2025			        172.10		      172.10				        172.10	        496.00		     -496.00	        668.10									
66541     USD	2216-933009-	24/1/2025			        171.22		      171.22				        171.22	        513.00		     -513.00	        684.22									
66541     USD	2216-933010-	24/1/2025			        171.22		      171.22				        171.22	        513.00		     -513.00	        684.22									
66541     USD	2216-933011-	24/1/2025			        171.22		      171.22				        171.22	        513.00		     -513.00	        684.22									
66549     USD	2217-029668-	25/1/2025			        220.88		      220.88				        220.88	        550.00		     -550.00	        770.88									
66549     USD	2217-029669-	25/1/2025			        220.88		      220.88				        220.88	        550.00		     -550.00	        770.88									
66549     USD	2217-029670-	25/1/2025			        220.88		      220.88				        220.88	        550.00		     -550.00	        770.88									
66549     USD	2217-029671-	25/1/2025			        220.88		      220.88				        220.88	        550.00		     -550.00	        770.88									
66677     USD	2217-531506-	28/1/2025			        220.57		      220.57				        220.57	        598.00		     -598.00	        818.57									
66677     USD	2217-531507-	28/1/2025			        220.57		      220.57				        220.57	        598.00		     -598.00	        818.57									
66677     USD	2217-531508-	28/1/2025			        220.57		      220.57				        220.57	        598.00		     -598.00	        818.57									
66677     USD	2217-531509-	28/1/2025			        220.57		      220.57				        220.57	        598.00		     -598.00	        818.57									
66761     USD	2217-729465-	30/1/2025	        615.00		        840.48		      225.48				        840.48				        840.48									
66761     USD	2217-729466-	30/1/2025	        615.00		        840.48		      225.48				        840.48				        840.48									
66761     USD	2217-729467-	30/1/2025	        615.00		        840.48		      225.48				        840.48				        840.48									
66848     USD	2217-953201-	31/1/2025			        214.91		      214.91				        214.91	        924.00		     -924.00	       1138.91									
66917     USD	2218-416317-	4/2/2025	        639.00		        833.91		      194.91				        833.91				        833.91									
65657     USD	3583-623146-5	2/1/2025	        382.00		        578.70		      196.70				        578.70				        578.70									
65657     USD	3583-623147-6	2/1/2025			          4.00		        4.00				          4.00				          4.00									
65657     USD	3583-623148-0	2/1/2025	        382.00		        578.70		      196.70				        578.70				        578.70									
65752     USD	3583-675286-2	6/1/2025	       1738.00		       2093.97		      355.97				       2093.97				       2093.97									
65752     USD	3583-675287-3	6/1/2025	       1738.00		       2093.97		      355.97				       2093.97				       2093.97									
65752     USD	3583-675288-4	6/1/2025	       1738.00		       2093.97		      355.97				       2093.97				       2093.97									
65773     USD	3583-675296-5	7/1/2025	        690.00		        892.50		      202.50				        892.50				        892.50									
65773     USD	3583-675297-6	7/1/2025	        690.00		        892.50		      202.50				        892.50				        892.50									
66473     USD	3583-675312-0	8/1/2025			          4.10		        4.10				          4.10	         59.00		      -59.00	         63.10									
65871     USD	3583-675330-4	9/1/2025	       1848.00		       2150.30		      302.30				       2150.30				       2150.30									
65889     USD	3583-675332-6	9/1/2025	        598.00		        877.88		      279.88				        877.88				        877.88									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
65889     USD	3583-675333-0	9/1/2025	        598.00		        877.88		      279.88				        877.88				        877.88									
66019     USD	3583-732782-0	13/1/2025																						
66019     USD	3583-732783-1	13/1/2025																						
66019     USD	3583-732784-2	13/1/2025																						
66025     USD	3583-732790-1	13/1/2025	        832.00		       1106.21		      274.21				       1106.21				       1106.21									
66041     USD	3583-732793-4	13/1/2025																						
66034     USD	3583-732794-5	13/1/2025	        600.00		        847.81		      247.81				        847.81				        847.81									
66034     USD	3583-732795-6	13/1/2025	        600.00		        847.81		      247.81				        847.81				        847.81									
66079     USD	3583-732802-6	14/1/2025																						
66079     USD	3583-732803-0	14/1/2025																						
66098     USD	3583-732811-1	15/1/2025	        875.00		       1142.60		      267.60				       1142.60				       1142.60									
66098     USD	3583-732813-3	15/1/2025	        748.00		       1006.70		      258.70				       1006.70				       1006.70									
66119     PES	3583-732819-2	15/1/2025	     256641.00		     496907.90		   155002.70	    85264.20			     496907.90				     496907.90									
66130     USD	3583-732821-4	15/1/2025	        700.00		        901.10		      201.10				        901.10				        901.10									
66130     USD	3583-732822-5	15/1/2025	        700.00		        901.10		      201.10				        901.10				        901.10									
66013     PES	3583-732829-5	15/1/2025	     415716.00		     540589.90		   124873.90				     540589.90				     540589.90									
65741     USD	4443-131529-	6/1/2025			         80.00		       80.00				         80.00				         80.00									
66257     USD	5221-599577-8	17/1/2025	        439.00		        538.50		       99.50				        538.50				        538.50									
66450     USD	5604-912222-0	23/1/2025	        671.00		        872.80		      201.80				        872.80				        872.80									
66450     USD	5604-912223-1	23/1/2025	        671.00		        872.80		      201.80				        872.80				        872.80									
66450     USD	5604-912224-2	23/1/2025	        671.00		        872.80		      201.80				        872.80				        872.80									
66450     USD	5604-912225-3	23/1/2025	        671.00		        872.80		      201.80				        872.80				        872.80									
66484     USD	5604-912231-2	23/1/2025	        698.00		        901.70		      203.70				        901.70				        901.70									
66484     USD	5604-912232-3	23/1/2025	        698.00		        901.70		      203.70				        901.70				        901.70									
66484     USD	5604-912233-4	23/1/2025	        698.00		        901.70		      203.70				        901.70				        901.70									
66746     USD	5604-950725-3	29/1/2025	         48.00		        221.40		      173.40				        221.40				        221.40									
66746     USD	5604-950726-4	29/1/2025	         48.00		        221.40		      173.40				        221.40				        221.40									
66798     USD	5604-950737-1	30/1/2025	        266.00		        394.20		      128.20				        394.20				        394.20									
66798     USD	5604-950738-2	30/1/2025	        266.00		        394.20		      128.20				        394.20				        394.20									
66798     USD	5604-950741-5	30/1/2025	        266.00		        394.20		      128.20				        394.20				        394.20									
66798     USD	5604-950742-6	30/1/2025	        266.00		        394.20		      128.20				        394.20				        394.20									
66800     USD	5604-950745-2	30/1/2025																						
66800     USD	5604-950746-3	30/1/2025																						
66800     USD	5604-950747-4	30/1/2025																						
66800     USD	5604-950748-5	30/1/2025																						
66818     USD	5604-950761-4	31/1/2025	        791.00		       1094.57		      303.57				       1094.57				       1094.57									
66818     USD	5604-950763-6	31/1/2025	        791.00		       1094.57		      303.57				       1094.57				       1094.57									
66818     USD	5604-950765-1	31/1/2025	        791.00		       1094.57		      303.57				       1094.57				       1094.57									
66818     USD	5604-950767-3	31/1/2025	        791.00		       1094.57		      303.57				       1094.57				       1094.57									
66980     USD	5605-005807-2	5/2/2025																						
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66980     USD	5605-005808-3	5/2/2025																						
66980     USD	5605-005809-4	5/2/2025																						
66980     USD	5605-005810-5	5/2/2025																						
	SUBTOTAL:		   32055261.00		   41537181.33		  7905438.93	 18540110.00			   41537181.33	      39880.00		   -39880.00	   41577061.33									
	# TICKETS:	303																						
																								
COMPAÑIA	LH																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
66720     USD	1403-374535-3	29/1/2025	        211.00		        354.50		      143.50				        354.50				        354.50									
66720     USD	1403-374536-4	29/1/2025	        211.00		        339.50		      128.50				        339.50				        339.50									
66720     USD	1403-374540-1	29/1/2025	        211.00		        339.50		      128.50				        339.50				        339.50									
66720     USD	1403-374541-2	29/1/2025	        211.00		        339.50		      128.50				        339.50				        339.50									
66720     USD	1403-374542-3	29/1/2025	        211.00		        339.50		      128.50				        339.50				        339.50									
66296     USD	1403-490166-1	20/1/2025	        498.00		        836.30		      338.30				        836.30				        836.30									
