RENDICION DE BSP																								
JAZZ																								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
COMPAÑIA	AA																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
66594     PES	1403-576936-6	27/1/2025	     143869.00			     180446.80	    36577.80		    15786.03								AX000000000001000							
66594     PES	1403-576937-0	27/1/2025	     154244.00			     192427.10	    38183.10		    16924.43								AX000000000001000							
66608     USD	1403-576942-5	27/1/2025	        179.00		        238.16		       59.16				        238.16				        238.16									
66639     PES	1403-576943-6	27/1/2025	     140567.00			     176633.90	    36066.90		    15423.71								VI000000000000639							
66639     PES	1403-576944-0	27/1/2025	     140567.00			     176633.90	    36066.90		    15423.71								VI000000000000639							
66638     PES	1403-576945-1	27/1/2025	     897039.00		     999236.17		   102197.17		    29841.30		     999236.17				     999236.17									
66638     PES	1403-576946-2	27/1/2025	     897039.00		     999236.17		   102197.17		    29841.30		     999236.17				     999236.17									
66638     PES	1403-576947-3	27/1/2025	     897039.00		     999236.17		   102197.17		    29841.30		     999236.17				     999236.17									
66638     PES	1403-576948-4	27/1/2025	     897039.00		     999236.17		   102197.17		    29841.30		     999236.17				     999236.17									
66636     PES	1403-576950-6	27/1/2025	     239231.00		     290563.80		    51332.80		    26249.62		     290563.80				     290563.80									
66654     PES	1403-576952-1	28/1/2025	     235037.00		     278562.05		    43525.05		    25789.44		     278562.05				     278562.05									
66654     PES	1403-576953-2	28/1/2025	     235037.00		     278562.05		    43525.05		    25789.44		     278562.05				     278562.05									
66655     PES	1403-576954-3	28/1/2025	     262286.00		     317185.90		    54899.90		    28779.33		     317185.90				     317185.90									
66655     PES	1403-576955-4	28/1/2025	     262286.00		     317185.90		    54899.90		    28779.33		     317185.90				     317185.90									
66664     PES	1403-576956-5	28/1/2025																						
66664     PES	1403-576958-0	28/1/2025																						
66683     PES	1403-576962-4	28/1/2025	    4348480.00			    6118142.30	   465118.30	  1304544.00					 10.00	   434848.00	    -434848.00	NRZGH/BUE6	AX000000000002041							
66683     PES	1403-576963-5	28/1/2025	    4348480.00			    6118142.30	   465118.30	  1304544.00					 10.00	   434848.00	    -434848.00	NRZGH/BUE6	AX000000000002041							
66682     PES	1403-576964-6	29/1/2025																						
66682     PES	1403-576966-1	29/1/2025																						
66682     PES	1403-576968-3	29/1/2025																						
66695     PES	1403-576973-1	29/1/2025																						
66695     PES	1403-576974-2	29/1/2025																						
66695     PES	1403-576975-3	29/1/2025																						
66695     PES	1403-576976-4	29/1/2025																						
66700     PES	1403-576979-0	29/1/2025	     689146.00		     792324.99		   103178.99		    26610.10		     792324.99				     792324.99									
66699     PES	1403-576981-2	29/1/2025	     675877.00		     777002.99		   101125.99		    25154.20		     777002.99				     777002.99									
66760     PES	1403-576983-4	29/1/2025																						
66760     PES	1403-576984-5	29/1/2025																						
66710     PES	1403-576985-6	29/1/2025	     132907.00		     160629.85		    27722.85		    14583.22		     160629.85				     160629.85									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66710     PES	1403-576986-0	29/1/2025	     132907.00		     160629.85		    27722.85		    14583.22		     160629.85				     160629.85									
66710     PES	1403-576987-1	29/1/2025	     132907.00		     160629.85		    27722.85		    14583.22		     160629.85				     160629.85									
66710     PES	1403-576988-2	29/1/2025	     132907.00		     160629.85		    27722.85		    14583.22		     160629.85				     160629.85									
66741     PES	1403-576989-3	29/1/2025	     332205.00		     397923.10		    65718.10		    36451.19		     397923.10				     397923.10									
66741     PES	1403-576990-4	29/1/2025	     332205.00		     397923.10		    65718.10		    36451.19		     397923.10				     397923.10									
66713     USD	1403-576991-5	29/1/2025	       1081.00		       1339.08		      258.08				       1339.08		  5.00	       54.05	       1285.03	NRZT/BUE74								
66713     USD	1403-576992-6	29/1/2025	       1081.00		       1339.08		      258.08				       1339.08		  5.00	       54.05	       1285.03	NRZT/BUE74								
66713     USD	1403-576993-0	29/1/2025	        811.00		       1050.18		      239.18				       1050.18		  5.00	       40.55	       1009.63	NRZT/BUE74								
66713     USD	1403-576994-1	29/1/2025	        811.00		       1050.18		      239.18				       1050.18		  5.00	       40.55	       1009.63	NRZT/BUE74								
66712     PES	1403-576995-2	29/1/2025	    1233710.00		    1885329.30		   281506.30	   370113.00			    1885329.30		  5.00	    61685.50	    1823643.80	NRZT/BUE74								
66712     PES	1403-576996-3	29/1/2025	    1233710.00		    1885329.30		   281506.30	   370113.00			    1885329.30		  5.00	    61685.50	    1823643.80	NRZT/BUE74								
66712     PES	1403-576997-4	29/1/2025	     924480.00		    1461684.20		   259860.20	   277344.00			    1461684.20		  5.00	    46224.00	    1415460.20	NRZT/BUE74								
66712     PES	1403-576998-5	29/1/2025	     924480.00		    1461684.20		   259860.20	   277344.00			    1461684.20		  5.00	    46224.00	    1415460.20	NRZT/BUE74								
66728     USD	1403-576999-6	29/1/2025	       1153.00		       1416.08		      263.08				       1416.08		  5.00	       57.65	       1358.43	NRZT/BUE74								
66728     USD	1403-577000-0	29/1/2025	       1153.00		       1416.08		      263.08				       1416.08		  5.00	       57.65	       1358.43	NRZT/BUE74								
66728     USD	1403-577001-1	29/1/2025	        864.00		       1106.88		      242.88				       1106.88		  5.00	       43.20	       1063.68	NRZT/BUE74								
66728     USD	1403-577002-2	29/1/2025	        864.00		       1106.88		      242.88				       1106.88		  5.00	       43.20	       1063.68	NRZT/BUE74								
66733     PES	1403-577003-3	29/1/2025	     137012.00		     165370.05		    28358.05		    15033.64		     165370.05				     165370.05									
66733     PES	1403-577004-4	29/1/2025	     137012.00		     165370.05		    28358.05		    15033.64		     165370.05				     165370.05									
66734     PES	1403-577006-6	29/1/2025	     192894.00		     237057.20		    44163.20		    21165.29		     237057.20				     237057.20									
66734     PES	1403-577007-0	29/1/2025	     192894.00		     237057.20		    44163.20		    21165.29		     237057.20				     237057.20									
66737     PES	1403-577008-1	29/1/2025	     497925.00		     589284.10		    91359.10		    54634.82		     589284.10				     589284.10									
66744     PES	1403-577009-2	29/1/2025	     121394.00		     151185.05		    29791.05		    13319.95		     151185.05				     151185.05									
66744     PES	1403-577010-3	29/1/2025	     121394.00		     151185.05		    29791.05		    13319.95		     151185.05				     151185.05									
66744     PES	1403-577011-4	29/1/2025	     109255.00		     137167.85		    27912.85		    11988.01		     137167.85				     137167.85									
66754     PES	1403-577012-5	30/1/2025	     745183.00		     836867.47		    91684.47		    25902.20		     836867.47				     836867.47									
66754     PES	1403-577013-6	30/1/2025	     745183.00		     836867.47		    91684.47		    25902.20		     836867.47				     836867.47									
66754     PES	1403-577014-0	30/1/2025	     745183.00		     836867.47		    91684.47		    25902.20		     836867.47				     836867.47									
66754     PES	1403-577015-1	30/1/2025	     745183.00		     836867.47		    91684.47		    25902.20		     836867.47				     836867.47									
66786     USD	1403-577016-2	30/1/2025														ZGH/BUE659	NR+CASH;S2,4;P1							
63796     USD	1403-580074-1	21/1/2025	        350.00		        460.30		      110.30				        460.30				        460.30									
63796     USD	1403-580075-2	21/1/2025	        350.00		        460.30		      110.30				        460.30				        460.30									
63796     USD	1403-580076-3	21/1/2025	        350.00		        460.30		      110.30				        460.30				        460.30									
66384     USD	1403-580079-6	21/1/2025	       1000.00		       1578.60		      578.60				       1578.60		 10.00	      100.00	       1478.60	NRZGH/BUE6								
66384     USD	1403-580080-0	21/1/2025	       1000.00		       1578.60		      578.60				       1578.60		 10.00	      100.00	       1478.60	NRZGH/BUE6								
66383     USD	1403-580081-1	21/1/2025	        640.00		       1193.40		      553.40				       1193.40		 10.00	       64.00	       1129.40	NRZGH/BUE6								
66383     USD	1403-580082-2	21/1/2025	        700.00		       1257.60		      557.60				       1257.60		 10.00	       70.00	       1187.60	NRZGH/BUE6								
66423     USD	1403-580099-5	22/1/2025	        564.00		        757.20		      193.20				        757.20				        757.20									
66447     PES	1403-580126-4	23/1/2025	      75731.00		      94607.33		    18876.33		     8309.58		      94607.33				      94607.33									
66447     PES	1403-580127-5	23/1/2025	      90728.00		      11924.78	     100000.00	    21196.78		     9955.13		      11924.78				      11924.78		VI000000000000981							
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66447     PES	1403-580128-6	23/1/2025	      90728.00		      11924.78	     100000.00	    21196.78		     9955.13		      11924.78				      11924.78		VI000000000000981							
66448     PES	1403-580131-2	23/1/2025	      69768.00			      87721.75	    17953.75		     7655.30								VI000000000000076							
66448     PES	1403-580132-3	23/1/2025	      69768.00			      87721.75	    17953.75		     7655.30								VI000000000000076							
64121     USD	1403-580135-6	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
64121     USD	1403-580136-0	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
64121     USD	1403-580137-1	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
64121     USD	1403-580138-2	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
64121     USD	1403-580139-3	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
65306     USD	1403-580140-4	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
65306     USD	1403-580141-5	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
65306     USD	1403-580142-6	23/1/2025	        250.00		        353.40		      103.40				        353.40				        353.40									
65153     USD	1403-580143-0	23/1/2025	        350.00		        460.40		      110.40				        460.40	        350.00			        460.40									
66129     USD	1403-580144-1	23/1/2025	        348.80		        459.80		      111.00				        459.80				        459.80									
66129     USD	1403-580145-2	23/1/2025	        350.00		        461.00		      111.00				        461.00				        461.00									
63564     USD	1403-580146-3	23/1/2025	        350.00		        460.40		      110.40				        460.40				        460.40									
65153     USD	1403-580147-4	23/1/2025	        350.00		        460.40		      110.40				        460.40	        350.00			        460.40									
63564     USD	1403-580148-5	23/1/2025	        350.00		        460.40		      110.40				        460.40				        460.40									
63564     USD	1403-580149-6	23/1/2025	        263.00		        367.30		      104.30				        367.30				        367.30									
63564     USD	1403-580150-0	23/1/2025	        263.00		        367.30		      104.30				        367.30				        367.30									
65012     USD	1403-580151-1	23/1/2025	        350.00		        460.40		      110.40				        460.40	        350.00			        460.40									
65012     USD	1403-580152-2	23/1/2025	        350.00		        460.40		      110.40				        460.40	        350.00			        460.40									
65012     USD	1403-580153-3	23/1/2025	        350.00		        460.40		      110.40				        460.40	        350.00			        460.40									
